Label,area0,area1,area2,area3,area4
Parasitized,177.5,39,14009,0,0
Parasitized,18,367.5,17.5,20.5,10552
Parasitized,92.5,128,9722.5,0,0
Parasitized,343.5,9892.5,0,0,0
Parasitized,221,13005.5,0,0,0
Parasitized,4,229.5,14096.5,0,0
Parasitized,273,253,17,16,15401.5
Parasitized,105.5,196,13697,0,0
Parasitized,333.5,5193.5,0,0,0
Parasitized,269.5,4832.5,0,0,0
Parasitized,13,10590,0,0,0
Parasitized,36.5,3085,0,0,0
Parasitized,21.5,599,11781,0,0
Parasitized,219.5,9821,0,0,0
Parasitized,135.5,7896.5,0,0,0
Parasitized,451.5,11189,0,0,0
Parasitized,151.5,209,10501,0,0
Parasitized,404,11521.5,0,0,0
Parasitized,1.5,7695,0,0,0
Parasitized,272.5,10439,0,0,0
Parasitized,37,23.5,376,12131.5,0
Parasitized,167,10208,0,0,0
Parasitized,168,11252.5,0,0,0
Parasitized,23.5,235.5,184.5,12596,0
Parasitized,9717,0,0,0,0
Parasitized,56.5,157.5,2,10598.5,0
Parasitized,59.5,296.5,11242,0,0
Parasitized,7,12.5,59.5,160.5,14264.5
Parasitized,187.5,13438,0,0,0
Parasitized,69,137.5,11995,0,0
Parasitized,46.5,257,9378,0,0
Parasitized,12,22,174,11556,0
Parasitized,399.5,98.5,8560.5,0,0
Parasitized,6291.5,0,0,0,0
Parasitized,37.5,60,164.5,34,15179
Parasitized,160,14008.5,0,0,0
Parasitized,270.5,287.5,10097,0,0
Parasitized,24.5,231.5,73,10869.5,0
Parasitized,128.5,2,111.5,40,10696
Parasitized,158.5,9,237.5,10765.5,0
Parasitized,38.5,111.5,740,72,8881
Parasitized,46.5,235,291.5,10768,0
Parasitized,462,12254.5,0,0,0
Parasitized,190.5,10729.5,0,0,0
Parasitized,312.5,10540,0,0,0
Parasitized,48.5,72,2.5,4.5,12426
Parasitized,2,211,12800.5,0,0
Parasitized,11094.5,0,0,0,0
Parasitized,117,167.5,11983,0,0
Parasitized,8459,0,0,0,0
Parasitized,15,446,13852.5,0,0
Parasitized,283.5,300,12000.5,0,0
Parasitized,11244,0,0,0,0
Parasitized,160,32.5,177.5,11530.5,0
Parasitized,152.5,35.5,426,7,9.5
Parasitized,297,10370.5,0,0,0
Parasitized,794,19,10667.5,8.5,0
Parasitized,184,351,13673.5,0,0
Parasitized,7655.5,0,0,0,0
Parasitized,219.5,11651,0,0,0
Parasitized,221,33,105,13059.5,0
Parasitized,9,2,169,11875.5,0
Parasitized,60.5,281.5,12556.5,0,0
Parasitized,507.5,12221,0,0,0
Parasitized,170,12151.5,0,0,0
Parasitized,10708,0,0,0,0
Parasitized,233,27,71.5,14251,0
Parasitized,4,9204,0,0,0
Parasitized,167,65,185,78,520.5
Parasitized,7723,0,0,0,0
Parasitized,118,180,13009,0,0
Parasitized,197,13018.5,0,0,0
Parasitized,7,15,127,12925,0
Parasitized,27,195.5,12032.5,0,0
Parasitized,1336,6016.5,0,0,0
Parasitized,2,96.5,148,16526,0
Parasitized,81,84,64,12534.5,0
Parasitized,151,46,13667.5,0,0
Parasitized,164.5,13584.5,0,0,0
Parasitized,137.5,11035.5,0,0,0
Parasitized,7,258,75,13951.5,0
Parasitized,70,13.5,214.5,10892.5,0
Parasitized,133.5,16,156.5,358,20.5
Parasitized,130.5,14157.5,0,0,0
Parasitized,281.5,12474.5,0,0,0
Parasitized,310,274.5,16046,0,0
Parasitized,255.5,7.5,171,163,12033
Parasitized,337,13801,0,0,0
Parasitized,164.5,16,12235,0,0
Parasitized,9.5,10575,0,0,0
Parasitized,131,223,12072,0,0
Parasitized,42.5,8216.5,0,0,0
Parasitized,212,62,10458,0,0
Parasitized,0,728.5,12165,0,0
Parasitized,41.5,70.5,165,16455.5,0
Parasitized,220,12567,0,0,0
Parasitized,228,14173,0,0,0
Parasitized,117.5,2,353,9169,0
Parasitized,106.5,11790,0,0,0
Parasitized,219.5,57,405,11179,0
Parasitized,55.5,0,39,9639,0
Parasitized,90.5,11379.5,0,0,0
Parasitized,200.5,59.5,39,14745.5,0
Parasitized,30,256.5,79,268.5,241
Parasitized,71.5,11,491,8207.5,0
Parasitized,10,2,17.5,199.5,54.5
Parasitized,32,137,69,60,7079
Parasitized,54.5,977,9955,0,0
Parasitized,149,178.5,83,20,7971.5
Parasitized,153.5,122,150.5,190,109
Parasitized,145,146,14085.5,0,0
Parasitized,246.5,11438,0,0,0
Parasitized,7,94.5,376.5,10677.5,0
Parasitized,70.5,625.5,43.5,8939,0
Parasitized,680.5,4,30,296,11655.5
Parasitized,71,70,47,329.5,267.5
Parasitized,29.5,217,10105,0,0
Parasitized,1.5,672.5,15.5,48,14
Parasitized,163,12666.5,0,0,0
Parasitized,266,311,13213,0,0
Parasitized,11.5,437.5,9223,0,0
Parasitized,208.5,55.5,9673,0,0
Parasitized,344,260.5,17782,0,0
Parasitized,11182,0,0,0,0
Parasitized,129,302.5,51.5,441.5,7696
Parasitized,95.5,12213.5,0,0,0
Parasitized,2,217,13623,0,0
Parasitized,14,213,27.5,137.5,12617.5
Parasitized,8.5,10474.5,0,0,0
Parasitized,22,2,9978.5,0,0
Parasitized,88.5,134.5,27.5,25,14
Parasitized,26.5,32,215,236,15
Parasitized,12.5,180,120.5,12367.5,0
Parasitized,179,274,8155,0,0
Parasitized,102.5,14093.5,0,0,0
Parasitized,24.5,48.5,127,13240.5,0
Parasitized,2,8.5,9814.5,0,0
Parasitized,156.5,14172.5,0,0,0
Parasitized,179,180,10557.5,0,0
Parasitized,10,20.5,292,11509,0
Parasitized,32,206,11625.5,0,0
Parasitized,16.5,2,84.5,16722,0
Parasitized,61.5,9612,0,0,0
Parasitized,34.5,2,73,8195,0
Parasitized,331.5,13782,0,0,0
Parasitized,51,36.5,131.5,2,215.5
Parasitized,32.5,139,45,85.5,11546.5
Parasitized,221.5,13927,0,0,0
Parasitized,174,14057.5,0,0,0
Parasitized,217,12373.5,0,0,0
Parasitized,4.5,109.5,302,6894,0
Parasitized,207.5,17323,0,0,0
Parasitized,184.5,249,138,125,197
Parasitized,28.5,278,45,61,92
Parasitized,11,499,7847,0,0
Parasitized,198,3229.5,0,0,0
Parasitized,15,122,165,14669.5,0
Parasitized,208.5,5.5,14495.5,0,0
Parasitized,19,370,179,11771.5,0
Parasitized,27,793,10524.5,0,0
Parasitized,4.5,24,4886.5,0,0
Parasitized,206.5,12802.5,0,0,0
Parasitized,117.5,13.5,14746,0,0
Parasitized,11184,0,0,0,0
Parasitized,45,173.5,10899.5,0,0
Parasitized,7,114.5,142,9997,0
Parasitized,39.5,174,11816.5,0,0
Parasitized,817.5,11313.5,0,0,0
Parasitized,155,15497.5,0,0,0
Parasitized,139.5,749,6271,0,0
Parasitized,51.5,56.5,201,16217.5,0
Parasitized,179,12.5,14048.5,0,0
Parasitized,189,189.5,14487.5,0,0
Parasitized,369,12417.5,0,0,0
Parasitized,203,37,61,121.5,150
Parasitized,205.5,46.5,11776.5,0,0
Parasitized,122,94,10735.5,0,0
Parasitized,341,10381.5,0,0,0
Parasitized,10818,171,0,0,0
Parasitized,174,220,9059,0,0
Parasitized,33.5,347,9918.5,0,0
Parasitized,22,156,12679.5,0,0
Parasitized,269.5,14395,0,0,0
Parasitized,176.5,14719.5,0,0,0
Parasitized,161,8135.5,0,0,0
Parasitized,198.5,50.5,202,13095,0
Parasitized,332.5,2,326,11355.5,0
Parasitized,159.5,10416.5,0,0,0
Parasitized,23,11464,0,0,0
Parasitized,428,8762.5,0,0,0
Parasitized,35.5,241,9781.5,0,0
Parasitized,54,541,14217.5,0,0
Parasitized,282.5,9922,0,0,0
Parasitized,291.5,25,195.5,10768,0
Parasitized,8.5,33.5,60,240.5,19
Parasitized,80,89,12343,0,0
Parasitized,14,7,91.5,75,358.5
Parasitized,141,5.5,11520.5,0,0
Parasitized,64,192.5,52.5,11393.5,0
Parasitized,391,379,11787.5,0,0
Parasitized,25,30.5,484,11725,0
Parasitized,4,11,19,59.5,8
Parasitized,88.5,235,15186.5,0,0
Parasitized,46,196.5,5.5,16.5,11430
Parasitized,440.5,13756.5,0,0,0
Parasitized,242.5,16.5,11199.5,0,0
Parasitized,183,74,13429.5,0,0
Parasitized,2012,88,9419,0,0
Parasitized,240,11.5,13185,0,0
Parasitized,39.5,300,441,11731,0
Parasitized,416.5,11020.5,0,0,0
Parasitized,11.5,139.5,11386.5,0,0
Parasitized,327,15908.5,0,0,0
Parasitized,165,13105.5,0,0,0
Parasitized,127.5,99,10421,0,0
Parasitized,178,13033,0,0,0
Parasitized,86.5,16012.5,0,0,0
Parasitized,657,414.5,10,755.5,11289.5
Parasitized,109.5,160.5,10797.5,0,0
Parasitized,374.5,126,387,9379.5,0
Parasitized,28.5,156.5,16299.5,0,0
Parasitized,669.5,11447.5,0,0,0
Parasitized,80,58.5,15357.5,0,0
Parasitized,234.5,14229.5,0,0,0
Parasitized,49,210.5,63.5,10491.5,0
Parasitized,198,10105.5,0,0,0
Parasitized,110,32,12858.5,0,0
Parasitized,66,11175.5,0,0,0
Parasitized,60.5,689,246.5,12990,0
Parasitized,141.5,4,10,212,13230.5
Parasitized,2,260,254,8.5,6321
Parasitized,198,30,12226.5,0,0
Parasitized,170,5486,0,0,0
Parasitized,204.5,8569,0,0,0
Parasitized,69.5,211,11740,0,0
Parasitized,266,33.5,13006.5,0,0
Parasitized,251.5,94,48.5,9302.5,0
Parasitized,64.5,231,2,107.5,12012.5
Parasitized,272.5,4,260,12542.5,0
Parasitized,34,85,25.5,15586,0
Parasitized,140,9885.5,0,0,0
Parasitized,162.5,12877,0,0,0
Parasitized,185,17775,0,0,0
Parasitized,120,18050.5,0,0,0
Parasitized,12.5,21.5,26.5,15989,0
Parasitized,175.5,210,95,36,7
Parasitized,103.5,8.5,8457,0,0
Parasitized,270.5,8398.5,0,0,0
Parasitized,75.5,125.5,8171,0,0
Parasitized,451.5,101.5,8739.5,0,0
Parasitized,127.5,124,10938,0,0
Parasitized,7661.5,0,0,0,0
Parasitized,7658.5,0,0,0,0
Parasitized,22,226,9858,0,0
Parasitized,5132.5,0,0,0,0
Parasitized,82.5,10575,0,0,0
Parasitized,56.5,67.5,9983,0,0
Parasitized,52.5,180.5,352.5,5822,0
Parasitized,9935,0,0,0,0
Parasitized,163,10214.5,0,0,0
Parasitized,9009.5,0,0,0,0
Parasitized,141,19,8157,0,0
Parasitized,272,9.5,150.5,9747.5,0
Parasitized,190,11113,0,0,0
Parasitized,93,161.5,9952.5,0,0
Parasitized,177.5,10115,0,0,0
Parasitized,39,96,125,140.5,62
Parasitized,62.5,151.5,8.5,40.5,30.5
Parasitized,2,4,109.5,288.5,12462.5
Parasitized,161.5,8982.5,0,0,0
Parasitized,213,79.5,7206.5,0,0
Parasitized,151.5,9945,0,0,0
Parasitized,15,2,247.5,7378,0
Parasitized,139,55.5,10953,0,0
Parasitized,162,43.5,10,6,6816.5
Parasitized,17.5,215.5,161,62,84.5
Parasitized,110,11612,0,0,0
Parasitized,213,617.5,100.5,6249,0
Parasitized,127,115.5,9996,0,0
Parasitized,191,9002.5,0,0,0
Parasitized,148,9526.5,0,0,0
Parasitized,140.5,52.5,2,162,52
Parasitized,117.5,247,11469,0,0
Parasitized,252.5,68.5,8280,0,0
Parasitized,193.5,14244.5,0,0,0
Parasitized,35.5,239.5,189.5,7,13901.5
Parasitized,95,62.5,12639.5,0,0
Parasitized,152.5,91,48,12765.5,0
Parasitized,251.5,166.5,8008.5,0,0
Parasitized,107.5,306,38,8822,0
Parasitized,162.5,7741.5,0,0,0
Parasitized,196,8406.5,0,0,0
Parasitized,221.5,6238,0,0,0
Parasitized,5.5,184,9305.5,0,0
Parasitized,116.5,150,9236.5,0,0
Parasitized,45.5,4883.5,0,0,0
Parasitized,126,8431.5,0,0,0
Parasitized,5.5,97,138.5,8656.5,0
Parasitized,34.5,46,24,61,8589.5
Parasitized,33,151,9030,0,0
Parasitized,4509,0,0,0,0
Parasitized,43.5,140.5,158,13336,0
Parasitized,111,104,11673,0,0
Parasitized,183.5,9604.5,0,0,0
Parasitized,179.5,11815,0,0,0
Parasitized,10,230.5,11964,0,0
Parasitized,2,130.5,11085,0,0
Parasitized,135,8537.5,0,0,0
Parasitized,256.5,81.5,140.5,103,9284.5
Parasitized,5343.5,0,0,0,0
Parasitized,207.5,12461,0,0,0
Parasitized,167.5,10661.5,0,0,0
Parasitized,13467.5,0,0,0,0
Parasitized,42.5,171.5,8834.5,0,0
Parasitized,122.5,104.5,11521.5,0,0
Parasitized,108,65.5,69.5,8994,0
Parasitized,104.5,9493.5,0,0,0
Parasitized,182,10431,0,0,0
Parasitized,32.5,162.5,139,8768,0
Parasitized,9820.5,0,0,0,0
Parasitized,260,8439.5,0,0,0
Parasitized,40,146,8553.5,0,0
Parasitized,46.5,176,176.5,11354.5,0
Parasitized,9678,0,0,0,0
Parasitized,5.5,235,173,8345.5,0
Parasitized,114,10964.5,0,0,0
Parasitized,24.5,114.5,8627,0,0
Parasitized,208.5,8746.5,0,0,0
Parasitized,305,8.5,6486.5,0,0
Parasitized,23.5,21,236.5,12390,0
Parasitized,159.5,31,28.5,8219,0
Parasitized,126.5,11853,0,0,0
Parasitized,379,10307.5,0,0,0
Parasitized,120,7177.5,0,0,0
Parasitized,295.5,2,2,7978.5,0
Parasitized,4,7878,0,0,0
Parasitized,17.5,116.5,7896,0,0
Parasitized,0,10515.5,0,0,0
Parasitized,21.5,170,10806,0,0
Parasitized,132,11.5,25,2,11150
Parasitized,195,8062,0,0,0
Parasitized,163.5,47.5,11065.5,0,0
Parasitized,136.5,20.5,8356.5,0,0
Parasitized,111.5,8860,0,0,0
Parasitized,146,9137,0,0,0
Parasitized,46.5,92,55.5,10262,0
Parasitized,2,7,219,12603.5,0
Parasitized,76.5,11340,0,0,0
Parasitized,164,10928,0,0,0
Parasitized,143.5,89,11455,0,0
Parasitized,16.5,9890,0,0,0
Parasitized,102.5,114,71.5,9271.5,0
Parasitized,5.5,138.5,7,4,10751.5
Parasitized,33.5,229,9853,0,0
Parasitized,265.5,9371,0,0,0
Parasitized,19.5,144,11011.5,0,0
Parasitized,175,230.5,3515,0,0
Parasitized,303.5,7849.5,0,0,0
Parasitized,65,259.5,9633.5,0,0
Parasitized,197.5,23.5,11438,0,0
Parasitized,169,6147,0,0,0
Parasitized,350.5,10877,0,0,0
Parasitized,291,10088,0,0,0
Parasitized,137.5,100,9621,0,0
Parasitized,145.5,10226.5,0,0,0
Parasitized,201.5,11656,0,0,0
Parasitized,204,130,7772.5,0,0
Parasitized,197,11922.5,0,0,0
Parasitized,63,70.5,11615.5,0,0
Parasitized,220.5,10148.5,0,0,0
Parasitized,71,104,11655,0,0
Parasitized,217.5,13423,0,0,0
Parasitized,154.5,10685.5,0,0,0
Parasitized,212.5,5573,0,0,0
Parasitized,158.5,8972,0,0,0
Parasitized,224,9559.5,0,0,0
Parasitized,110.5,64,57,7094,0
Parasitized,15.5,8829.5,0,0,0
Parasitized,281.5,16145.5,0,0,0
Parasitized,51.5,101.5,12138,0,0
Parasitized,147,4,24,10245,0
Parasitized,11.5,115.5,12264,0,0
Parasitized,167.5,2,12486.5,0,0
Parasitized,116.5,112,10640,0,0
Parasitized,19.5,146,58.5,32,10458.5
Parasitized,122,40,8853.5,0,0
Parasitized,262,106,2,52.5,187.5
Parasitized,17,48,63.5,78.5,10713
Parasitized,7471.5,0,0,0,0
Parasitized,117.5,85.5,13.5,11237.5,0
Parasitized,18.5,147,11,150,10002.5
Parasitized,43.5,9842.5,0,0,0
Parasitized,188,7,38.5,286,12110.5
Parasitized,19.5,209,10729,0,0
Parasitized,236,165,109.5,8163.5,0
Parasitized,269,11457,0,0,0
Parasitized,194,10667.5,0,0,0
Parasitized,149.5,9444,0,0,0
Parasitized,107.5,11569.5,0,0,0
Parasitized,434.5,11223.5,0,0,0
Parasitized,55.5,116.5,133,171.5,12987.5
Parasitized,179,8876.5,0,0,0
Parasitized,19,71,8931.5,0,0
Parasitized,160,11772.5,0,0,0
Parasitized,66,87.5,9798,0,0
Parasitized,320,10836.5,0,0,0
Parasitized,145,71.5,7104,0,0
Parasitized,102,41.5,12044.5,0,0
Parasitized,121,185,9602.5,0,0
Parasitized,142.5,11689,0,0,0
Parasitized,10,119,12163.5,0,0
Parasitized,10350.5,0,0,0,0
Parasitized,13586.5,0,0,0,0
Parasitized,13.5,6836.5,0,0,0
Parasitized,21.5,207,10506,0,0
Parasitized,288,14077.5,0,0,0
Parasitized,139.5,9956,0,0,0
Parasitized,79.5,8346.5,0,0,0
Parasitized,176,10128.5,0,0,0
Parasitized,61,114,11781,0,0
Parasitized,569,9446,0,0,0
Parasitized,68.5,88,11674.5,0,0
Parasitized,38.5,212,7903.5,0,0
Parasitized,137.5,8804.5,0,0,0
Parasitized,102.5,225,24.5,114.5,10519
Parasitized,382,119,11346.5,0,0
Parasitized,451,266.5,301,300.5,16352
Parasitized,240,98.5,75,145,11885.5
Parasitized,121,8742.5,0,0,0
Parasitized,171.5,220,8824.5,0,0
Parasitized,126.5,19,9586.5,0,0
Parasitized,128.5,110,10194,0,0
Parasitized,104.5,144,134,12700,0
Parasitized,148,7,105,10851,0
Parasitized,69,131.5,84,171,67.5
Parasitized,117,10772.5,0,0,0
Parasitized,106.5,8114,0,0,0
Parasitized,232,12687.5,0,0,0
Parasitized,227.5,21,9007.5,0,0
Parasitized,56.5,12329,0,0,0
Parasitized,168.5,10496,0,0,0
Parasitized,91,32,103.5,252,8885
Parasitized,30.5,7,158,14381,0
Parasitized,165,8504,0,0,0
Parasitized,223,9520,0,0,0
Parasitized,7,43,86,163,199
Parasitized,23.5,8475,0,0,0
Parasitized,65,126,9846.5,0,0
Parasitized,37.5,53.5,12295,0,0
Parasitized,6899,0,0,0,0
Parasitized,108.5,228.5,6264,0,0
Parasitized,998,5887.5,0,0,0
Parasitized,329,37.5,6697.5,0,0
Parasitized,12.5,206.5,9983,0,0
Parasitized,210.5,53,11503,0,0
Parasitized,161.5,11629,0,0,0
Parasitized,117,8444.5,0,0,0
Parasitized,189,209,8793.5,0,0
Parasitized,228.5,277.5,10235,0,0
Parasitized,204,12821,0,0,0
Parasitized,209.5,75,12881.5,0,0
Parasitized,72,9560,0,0,0
Parasitized,106,239.5,11174.5,0,0
Parasitized,8,173,12101,0,0
Parasitized,114,70.5,8268,0,0
Parasitized,191.5,9087.5,0,0,0
Parasitized,206,97.5,12624,0,0
Parasitized,6238,0,0,0,0
Parasitized,288,11838.5,0,0,0
Parasitized,285,15278.5,0,0,0
Parasitized,139.5,206.5,10412,0,0
Parasitized,163.5,10629.5,0,0,0
Parasitized,151,82,6748.5,0,0
Parasitized,65.5,159,10061,0,0
Parasitized,24.5,2,255,8196,0
Parasitized,216.5,19978,0,0,0
Parasitized,143.5,12608,0,0,0
Parasitized,201.5,18.5,13712.5,0,0
Parasitized,296,2,8318,0,0
Parasitized,138,156,7914.5,0,0
Parasitized,30.5,165.5,62,11241.5,0
Parasitized,164,14,12561.5,0,0
Parasitized,14,4,13.5,211,13202
Parasitized,60,135,13378,0,0
Parasitized,276,13324,0,0,0
Parasitized,18,69.5,9731.5,0,0
Parasitized,127.5,75.5,11720.5,0,0
Parasitized,4,63,137.5,12599,0
Parasitized,47,310.5,11889,0,0
Parasitized,88.5,62,13284,0,0
Parasitized,6176,0,0,0,0
Parasitized,16,54,37.5,198.5,72.5
Parasitized,71.5,9486.5,0,0,0
Parasitized,112,14388,0,0,0
Parasitized,378,42.5,165.5,69,0.5
Parasitized,36.5,46,2,420,8137
Parasitized,17.5,372,11866,0,0
Parasitized,39,10875,0,0,0
Parasitized,22.5,248.5,215,163.5,11800
Parasitized,15,215,19,89.5,11355.5
Parasitized,252.5,160.5,78.5,14489,0
Parasitized,67.5,286,183.5,11810,0
Parasitized,27,6895,0,0,0
Parasitized,0,81.5,14,79,28.5
Parasitized,13,292,12815,0,0
Parasitized,90.5,42.5,6858.5,0,0
Parasitized,131.5,264.5,7383,0,0
Parasitized,191,9303,0,0,0
Parasitized,11521.5,0,0,0,0
Parasitized,22.5,249.5,8.5,14760,0
Parasitized,24.5,7,267.5,8219.5,0
Parasitized,97,102.5,11637,0,0
Parasitized,163.5,12164,0,0,0
Parasitized,182.5,12646.5,0,0,0
Parasitized,166.5,14685.5,0,0,0
Parasitized,159.5,12984,0,0,0
Parasitized,8006,0,0,0,0
Parasitized,96,12845.5,0,0,0
Parasitized,187,13050,0,0,0
Parasitized,10,203,11080,0,0
Parasitized,200.5,17403,0,0,0
Parasitized,13797,0,0,0,0
Parasitized,229.5,14129.5,0,0,0
Parasitized,154,12167.5,0,0,0
Parasitized,50,50,36,12611.5,0
Parasitized,10034,0,0,0,0
Parasitized,89,13417.5,0,0,0
Parasitized,176.5,13427.5,0,0,0
Parasitized,45,92,5406.5,0,0
Parasitized,196,4763.5,0,0,0
Parasitized,4,87,419,44.5,34
Parasitized,63,11994,0,0,0
Parasitized,16.5,301,11078,0,0
Parasitized,41,7,270,9653,0
Parasitized,7,42.5,1,306,12034
Parasitized,39.5,11702,0,0,0
Parasitized,24.5,22.5,12.5,18239.5,0
Parasitized,2,360.5,13626,0,0
Parasitized,132.5,109.5,11747,0,0
Parasitized,27,61.5,24,75,142.5
Parasitized,266,19517,0,0,0
Parasitized,5.5,12.5,11517.5,2.5,0
Parasitized,248,19.5,8,24.5,10535
Parasitized,236.5,15562.5,0,0,0
Parasitized,17.5,281,9613.5,0,0
Parasitized,257.5,10,50.5,12143.5,0
Parasitized,239.5,22867,0,0,0
Parasitized,2,24.5,2,304.5,5.5
Parasitized,8459.5,0,0,0,0
Parasitized,19188,0,0,0,0
Parasitized,20,11,11,191.5,12379
Parasitized,179.5,14429,0,0,0
Parasitized,271.5,18464.5,0,0,0
Parasitized,188,10138,0,0,0
Parasitized,182.5,13178.5,0,0,0
Parasitized,350.5,145.5,11209.5,0,0
Parasitized,4,238,12471,0,0
Parasitized,16.5,427.5,10257.5,0,0
Parasitized,7523,0,0,0,0
Parasitized,506,10327.5,0,0,0
Parasitized,72,4979,0,0,0
Parasitized,359,15.5,9547,0,0
Parasitized,192,12338,0,0,0
Parasitized,274.5,13303,0,0,0
Parasitized,8188,0,0,0,0
Parasitized,459.5,12200,0,0,0
Parasitized,92.5,14483.5,0,0,0
Parasitized,0,0,6,49.5,16912
Parasitized,239.5,19020.5,0,0,0
Parasitized,9791.5,0,0,0,0
Parasitized,29,11964.5,0,0,0
Parasitized,190.5,24522.5,0,0,0
Parasitized,214.5,20817,0,0,0
Parasitized,32,16138,0,0,0
Parasitized,217.5,13553,0,0,0
Parasitized,12782.5,0,0,0,0
Parasitized,15,14554,0,0,0
Parasitized,121.5,10610,0,0,0
Parasitized,17,342.5,17695.5,0,0
Parasitized,256.5,20699.5,0,0,0
Parasitized,323.5,99,31.5,10066.5,0
Parasitized,153.5,15454,0,0,0
Parasitized,208,600.5,85.5,58,15135.5
Parasitized,223,12089.5,0,0,0
Parasitized,38,352.5,12.5,15311,0
Parasitized,69.5,12543,0,0,0
Parasitized,32.5,381,16378.5,0,0
Parasitized,345.5,77.5,458,19065,0
Parasitized,269,15006,0,0,0
Parasitized,267.5,14634,0,0,0
Parasitized,3,0,288.5,17419.5,0
Parasitized,12861,0,0,0,0
Parasitized,14329,0,0,0,0
Parasitized,0,8680,0,0,0
Parasitized,276.5,9215.5,0,0,0
Parasitized,26.5,14911,80,0,0
Parasitized,13523,0,0,0,0
Parasitized,216,13829,0,0,0
Parasitized,14.5,34,43.5,393,83.5
Parasitized,7,272,5.5,76,78.5
Parasitized,11.5,265.5,18225.5,0,0
Parasitized,4,22,272,13433,0
Parasitized,19461,0,0,0,0
Parasitized,241.5,17972.5,0,0,0
Parasitized,187.5,16282,0,0,0
Parasitized,216.5,10860,0,0,0
Parasitized,15024.5,0,0,0,0
Parasitized,22.5,29,20,194,302.5
Parasitized,257,17526.5,0,0,0
Parasitized,11280.5,0,0,0,0
Parasitized,331,10249,2,0,0
Parasitized,260.5,16,23199.5,0,0
Parasitized,200.5,23001,0,0,0
Parasitized,20,272.5,18512.5,0,0
Parasitized,11652,0,0,0,0
Parasitized,8.5,432,8.5,14261.5,0
Parasitized,56,576,4,2,7
Parasitized,242.5,17023,0,0,0
Parasitized,188,13278,0,0,0
Parasitized,12.5,2,265.5,13697.5,0
Parasitized,33,238.5,359,388,13329.5
Parasitized,414,473.5,12042.5,0,0
Parasitized,53.5,315,18169.5,0,0
Parasitized,364.5,15033.5,0,0,0
Parasitized,28.5,35.5,33,11,12034
Parasitized,289.5,14976,0,0,0
Parasitized,42,307,23.5,12091.5,0
Parasitized,7,4,14,4,4
Parasitized,279,49.5,11418.5,0,0
Parasitized,287,23387.5,0,0,0
Parasitized,260,13037.5,0,0,0
Parasitized,85,8.5,56.5,33,10
Parasitized,4,31,324.5,4,10847.5
Parasitized,32.5,14529,0,0,0
Parasitized,4,21.5,25,40,28.5
Parasitized,207,10926.5,0,0,0
Parasitized,322.5,5.5,406.5,78.5,9450
Parasitized,130.5,186,8174,0,0
Parasitized,271.5,2,2,90.5,10073
Parasitized,62.5,127.5,9624.5,0,0
Parasitized,116.5,10212,0,0,0
Parasitized,23.5,224.5,9030,0,0
Parasitized,219.5,4,9694,0,0
Parasitized,100.5,70,11606,0,0
Parasitized,155,14083,0,0,0
Parasitized,124,14319.5,0,0,0
Parasitized,67,172,189.5,19652,0
Parasitized,16433,0,0,0,0
Parasitized,50,184.5,101.5,139,155.5
Parasitized,92,15373,0,0,0
Parasitized,6574,0,0,0,0
Parasitized,174.5,16599,0,0,0
Parasitized,173.5,64,14883,0,0
Parasitized,23,164,132,9185,0
Parasitized,11554.5,0,0,0,0
Parasitized,202.5,19953.5,0,0,0
Parasitized,11578.5,0,0,0,0
Parasitized,178,253.5,12385,0,0
Parasitized,15369.5,0,0,0,0
Parasitized,125.5,13941.5,0,0,0
Parasitized,262.5,162.5,11773.5,0,0
Parasitized,100.5,13.5,16776,0,0
Parasitized,35.5,21.5,130.5,179.5,16858.5
Parasitized,144.5,17309.5,0,0,0
Parasitized,158.5,207.5,14708.5,0,0
Parasitized,144.5,16994.5,0,0,0
Parasitized,163.5,17473,0,0,0
Parasitized,19,163.5,21585,0,0
Parasitized,125,23142.5,0,0,0
Parasitized,151.5,179.5,26442,0,0
Parasitized,68.5,90,15717,0,0
Parasitized,43.5,122,15689.5,0,0
Parasitized,153.5,18094.5,0,0,0
Parasitized,86.5,18.5,20082.5,0,0
Parasitized,129,16247.5,0,0,0
Parasitized,62.5,62.5,16602,0,0
Parasitized,181,19351.5,0,0,0
Parasitized,10644.5,0,0,0,0
Parasitized,173.5,14744,0,0,0
Parasitized,170.5,14365.5,0,0,0
Parasitized,179,215.5,10534,0,0
Parasitized,45.5,33.5,214.5,108.5,13064.5
Parasitized,13253.5,0,0,0,0
Parasitized,145,14280.5,0,0,0
Parasitized,142,15355.5,0,0,0
Parasitized,11335,0,0,0,0
Parasitized,40,174.5,18526,0,0
Parasitized,124,14369.5,0,0,0
Parasitized,89.5,15938,0,0,0
Parasitized,180,13128,0,0,0
Parasitized,159,14134,0,0,0
Parasitized,119.5,74.5,15067,0,0
Parasitized,49,119,12548,0,0
Parasitized,11,29026,0,0,0
Parasitized,143,18693,0,0,0
Parasitized,106.5,16524,0,0,0
Parasitized,187.5,62,21834,0,0
Parasitized,62,13756,0,0,0
Parasitized,35,72.5,20198.5,0,0
Parasitized,13155,0,0,0,0
Parasitized,157.5,133,28456,0,0
Parasitized,39.5,13671,0,0,0
Parasitized,106,20002,0,0,0
Parasitized,92,23376,0,0,0
Parasitized,90.5,14443.5,0,0,0
Parasitized,116,107.5,19246.5,0,0
Parasitized,144,25972,0,0,0
